rank,inspect_components,inspect_semis,dismantle_semis,inspect_final,dismantle_final,semi_expected_costs,semi_output_good_probabilities,pass_probability_per_final_assembly,expected_fulfillment_cost,expected_profit
5123,10000010,100,000,1,0,"[48.46822130772747, 30.0, 30.0]","[1.0, 0.6561000000000001, 0.81]",0.47829690000000014,256.0506273566219,-56.050627356621874
5124,10001000,100,000,1,0,"[48.46822130772747, 32.0, 28.0]","[1.0, 0.7290000000000001, 0.7290000000000001]",0.47829690000000014,256.0506273566219,-56.050627356621874
5125,10011100,000,000,1,0,"[31.333333333333332, 36.888888888888886, 28.0]","[0.7290000000000001, 0.9, 0.7290000000000001]",0.43046721000000016,256.05253933794904,-56.05253933794904
5126,10111000,000,000,1,0,"[34.888888888888886, 33.33333333333333, 28.0]","[0.81, 0.81, 0.7290000000000001]",0.43046721000000016,256.05253933794904,-56.05253933794904
5127,11010100,000,000,1,0,"[33.33333333333333, 34.888888888888886, 28.0]","[0.81, 0.81, 0.7290000000000001]",0.43046721000000016,256.05253933794904,-56.05253933794904
5128,11110000,000,000,1,0,"[36.888888888888886, 31.333333333333332, 28.0]","[0.9, 0.7290000000000001, 0.7290000000000001]",0.43046721000000016,256.05253933794904,-56.05253933794904
5129,10010011,000,000,1,0,"[31.333333333333332, 31.333333333333332, 33.55555555555556]","[0.7290000000000001, 0.7290000000000001, 0.9]",0.43046721000000016,256.0525393379491,-56.0525393379491
5130,10010110,000,000,1,0,"[31.333333333333332, 34.888888888888886, 30.0]","[0.7290000000000001, 0.81, 0.81]",0.4304672100000001,256.0525393379491,-56.0525393379491
5131,10011001,000,000,1,0,"[31.333333333333332, 33.33333333333333, 31.555555555555557]","[0.7290000000000001, 0.81, 0.81]",0.4304672100000001,256.0525393379491,-56.0525393379491
5132,10110010,000,000,1,0,"[34.888888888888886, 31.333333333333332, 30.0]","[0.81, 0.7290000000000001, 0.81]",0.4304672100000001,256.0525393379491,-56.0525393379491
5133,11010001,000,000,1,0,"[33.33333333333333, 31.333333333333332, 31.555555555555557]","[0.81, 0.7290000000000001, 0.81]",0.4304672100000001,256.0525393379491,-56.0525393379491
5134,10010110,010,000,0,0,"[31.333333333333332, 48.01097393689986, 30.0]","[0.7290000000000001, 1.0, 0.81]",0.531441,256.0710733086705,-56.07107330867052
5135,10110010,100,000,0,0,"[48.01097393689986, 31.333333333333332, 30.0]","[1.0, 0.7290000000000001, 0.81]",0.531441,256.0710733086705,-56.07107330867052
5136,10111000,100,000,0,0,"[48.01097393689986, 33.33333333333333, 28.0]","[1.0, 0.81, 0.7290000000000001]",0.531441,256.0710733086705,-56.07107330867052
5137,11010100,010,000,0,0,"[33.33333333333333, 48.01097393689986, 28.0]","[0.81, 1.0, 0.7290000000000001]",0.531441,256.0710733086705,-56.07107330867052
5138,01001110,001,000,0,0,"[32.0, 35.55555555555556, 41.9753086419753]","[0.7290000000000001, 0.81, 1.0]",0.531441,256.42211308034354,-56.422113080343536
5139,01101010,001,000,0,0,"[35.55555555555556, 32.0, 41.9753086419753]","[0.81, 0.7290000000000001, 1.0]",0.531441,256.42211308034354,-56.422113080343536
5140,01010000,100,000,1,0,"[49.38271604938271, 31.333333333333332, 28.0]","[1.0, 0.7290000000000001, 0.7290000000000001]",0.47829690000000014,256.5687742962917,-56.56877429629168
5141,10001000,010,000,1,0,"[31.333333333333332, 49.38271604938271, 28.0]","[0.7290000000000001, 1.0, 0.7290000000000001]",0.47829690000000014,256.5687742962917,-56.56877429629168
5142,00011011,010,000,0,0,"[30.0, 46.09053497942386, 33.55555555555556]","[0.6561000000000001, 1.0, 0.9]",0.5314410000000002,256.63893176284733,-56.638931762847335
5143,11000011,100,000,0,0,"[46.09053497942386, 30.0, 33.55555555555556]","[1.0, 0.6561000000000001, 0.9]",0.5314410000000002,256.63893176284733,-56.638931762847335
5144,00111010,010,000,0,0,"[33.55555555555556, 46.09053497942386, 30.0]","[0.7290000000000001, 1.0, 0.81]",0.531441,256.6389317628474,-56.63893176284739
5145,01011001,010,000,0,0,"[32.0, 46.09053497942386, 31.555555555555557]","[0.7290000000000001, 1.0, 0.81]",0.531441,256.6389317628474,-56.63893176284739
5146,01111000,010,000,0,0,"[35.55555555555556, 46.09053497942386, 28.0]","[0.81, 1.0, 0.7290000000000001]",0.531441,256.6389317628474,-56.63893176284739
5147,11000110,100,000,0,0,"[46.09053497942386, 33.55555555555556, 30.0]","[1.0, 0.7290000000000001, 0.81]",0.531441,256.6389317628474,-56.63893176284739
5148,11001001,100,000,0,0,"[46.09053497942386, 32.0, 31.555555555555557]","[1.0, 0.7290000000000001, 0.81]",0.531441,256.6389317628474,-56.63893176284739
5149,11001100,100,000,0,0,"[46.09053497942386, 35.55555555555556, 28.0]","[1.0, 0.81, 0.7290000000000001]",0.531441,256.6389317628474,-56.63893176284739
5150,00010100,001,000,1,0,"[30.0, 34.888888888888886, 43.8957475994513]","[0.6561000000000001, 0.81, 1.0]",0.47829690000000014,256.7121728958313,-56.712172895831316
5151,00110000,001,000,1,0,"[33.55555555555556, 31.333333333333332, 43.8957475994513]","[0.7290000000000001, 0.7290000000000001, 1.0]",0.47829690000000014,256.7121728958313,-56.712172895831316
5152,10000100,001,000,1,0,"[31.333333333333332, 33.55555555555556, 43.8957475994513]","[0.7290000000000001, 0.7290000000000001, 1.0]",0.47829690000000014,256.7121728958313,-56.712172895831316
5153,10100000,001,000,1,0,"[34.888888888888886, 30.0, 43.8957475994513]","[0.81, 0.6561000000000001, 1.0]",0.47829690000000014,256.7121728958313,-56.712172895831316
5154,00010101,001,000,1,0,"[30.0, 34.888888888888886, 43.895747599451305]","[0.6561000000000001, 0.81, 1.0]",0.47829690000000014,256.7121728958314,-56.71217289583137
5155,00110001,001,000,1,0,"[33.55555555555556, 31.333333333333332, 43.895747599451305]","[0.7290000000000001, 0.7290000000000001, 1.0]",0.47829690000000014,256.7121728958314,-56.71217289583137
5156,10000101,001,000,1,0,"[31.333333333333332, 33.55555555555556, 43.895747599451305]","[0.7290000000000001, 0.7290000000000001, 1.0]",0.47829690000000014,256.7121728958314,-56.71217289583137
5157,10100001,001,000,1,0,"[34.888888888888886, 30.0, 43.895747599451305]","[0.81, 0.6561000000000001, 1.0]",0.47829690000000014,256.7121728958314,-56.71217289583137
5158,00001110,010,000,1,0,"[30.0, 48.83401920438958, 30.0]","[0.6561000000000001, 1.0, 0.81]",0.47829690000000014,256.8154198874999,-56.8154198874999
5159,01001100,010,000,1,0,"[32.0, 48.83401920438958, 28.0]","[0.7290000000000001, 1.0, 0.7290000000000001]",0.47829690000000014,256.8154198874999,-56.8154198874999
5160,01100010,100,000,1,0,"[48.83401920438958, 30.0, 30.0]","[1.0, 0.6561000000000001, 0.81]",0.47829690000000014,256.8154198874999,-56.8154198874999
5161,01101000,100,000,1,0,"[48.83401920438958, 32.0, 28.0]","[1.0, 0.7290000000000001, 0.7290000000000001]",0.47829690000000014,256.8154198874999,-56.8154198874999
5162,00100111,001,000,1,0,"[33.55555555555556, 33.55555555555556, 41.7283950617284]","[0.7290000000000001, 0.7290000000000001, 1.0]",0.47829690000000014,256.8268917754631,-56.82689177546308
5163,10011000,100,000,0,0,"[48.46822130772747, 33.33333333333333, 28.0]","[1.0, 0.81, 0.7290000000000001]",0.531441,256.93146490590823,-56.93146490590823
5164,11010000,010,000,0,0,"[33.33333333333333, 48.46822130772747, 28.0]","[0.81, 1.0, 0.7290000000000001]",0.531441,256.93146490590823,-56.93146490590823
5165,10010010,010,000,0,0,"[31.333333333333332, 48.46822130772747, 30.0]","[0.7290000000000001, 1.0, 0.81]",0.531441,256.9314649059083,-56.931464905908285
5166,10010010,100,000,0,0,"[48.46822130772747, 31.333333333333332, 30.0]","[1.0, 0.7290000000000001, 0.81]",0.531441,256.9314649059083,-56.931464905908285
5167,01010110,010,000,0,0,"[32.0, 48.01097393689986, 30.0]","[0.7290000000000001, 1.0, 0.81]",0.531441,257.32552425744313,-57.325524257443135
5168,10101010,100,000,0,0,"[48.01097393689986, 32.0, 30.0]","[1.0, 0.7290000000000001, 0.81]",0.531441,257.32552425744313,-57.325524257443135
5169,00100110,001,000,1,0,"[33.55555555555556, 33.55555555555556, 41.9753086419753]","[0.7290000000000001, 0.7290000000000001, 1.0]",0.47829690000000014,257.34312673380566,-57.34312673380566
5170,10010100,001,000,0,0,"[31.333333333333332, 34.888888888888886, 43.8957475994513]","[0.7290000000000001, 0.81, 1.0]",0.531441,257.52685589119676,-57.52685589119676
5171,10110000,001,000,0,0,"[34.888888888888886, 31.333333333333332, 43.8957475994513]","[0.81, 0.7290000000000001, 1.0]",0.531441,257.52685589119676,-57.52685589119676
5172,10010101,001,000,0,0,"[31.333333333333332, 34.888888888888886, 43.895747599451305]","[0.7290000000000001, 0.81, 1.0]",0.531441,257.5268558911968,-57.52685589119682
5173,10110001,001,000,0,0,"[34.888888888888886, 31.333333333333332, 43.895747599451305]","[0.81, 0.7290000000000001, 1.0]",0.531441,257.5268558911968,-57.52685589119682
5174,00011011,000,000,1,0,"[30.0, 33.33333333333333, 33.55555555555556]","[0.6561000000000001, 0.81, 0.9]",0.43046721000000016,257.60124421297695,-57.60124421297695
5175,00011110,000,000,1,0,"[30.0, 36.888888888888886, 30.0]","[0.6561000000000001, 0.9, 0.81]",0.43046721000000016,257.60124421297695,-57.60124421297695
5176,01010011,000,000,1,0,"[32.0, 31.333333333333332, 33.55555555555556]","[0.7290000000000001, 0.7290000000000001, 0.9]",0.43046721000000016,257.60124421297695,-57.60124421297695
5177,01011100,000,000,1,0,"[32.0, 36.888888888888886, 28.0]","[0.7290000000000001, 0.9, 0.7290000000000001]",0.43046721000000016,257.60124421297695,-57.60124421297695
5178,01111000,000,000,1,0,"[35.55555555555556, 33.33333333333333, 28.0]","[0.81, 0.81, 0.7290000000000001]",0.43046721000000016,257.60124421297695,-57.60124421297695
5179,10001011,000,000,1,0,"[31.333333333333332, 32.0, 33.55555555555556]","[0.7290000000000001, 0.7290000000000001, 0.9]",0.43046721000000016,257.60124421297695,-57.60124421297695
5180,11000011,000,000,1,0,"[33.33333333333333, 30.0, 33.55555555555556]","[0.81, 0.6561000000000001, 0.9]",0.43046721000000016,257.60124421297695,-57.60124421297695
5181,11001100,000,000,1,0,"[33.33333333333333, 35.55555555555556, 28.0]","[0.81, 0.81, 0.7290000000000001]",0.43046721000000016,257.60124421297695,-57.60124421297695
5182,11100010,000,000,1,0,"[36.888888888888886, 30.0, 30.0]","[0.9, 0.6561000000000001, 0.81]",0.43046721000000016,257.60124421297695,-57.60124421297695
5183,11101000,000,000,1,0,"[36.888888888888886, 32.0, 28.0]","[0.9, 0.7290000000000001, 0.7290000000000001]",0.43046721000000016,257.60124421297695,-57.60124421297695
5184,00111010,000,000,1,0,"[33.55555555555556, 33.33333333333333, 30.0]","[0.7290000000000001, 0.81, 0.81]",0.4304672100000001,257.601244212977,-57.60124421297701
5185,01010110,000,000,1,0,"[32.0, 34.888888888888886, 30.0]","[0.7290000000000001, 0.81, 0.81]",0.4304672100000001,257.601244212977,-57.60124421297701
5186,01011001,000,000,1,0,"[32.0, 33.33333333333333, 31.555555555555557]","[0.7290000000000001, 0.81, 0.81]",0.4304672100000001,257.601244212977,-57.60124421297701
5187,01110010,000,000,1,0,"[35.55555555555556, 31.333333333333332, 30.0]","[0.81, 0.7290000000000001, 0.81]",0.4304672100000001,257.601244212977,-57.60124421297701
5188,10001110,000,000,1,0,"[31.333333333333332, 35.55555555555556, 30.0]","[0.7290000000000001, 0.81, 0.81]",0.4304672100000001,257.601244212977,-57.60124421297701
5189,10101010,000,000,1,0,"[34.888888888888886, 32.0, 30.0]","[0.81, 0.7290000000000001, 0.81]",0.4304672100000001,257.601244212977,-57.60124421297701
5190,11000110,000,000,1,0,"[33.33333333333333, 33.55555555555556, 30.0]","[0.81, 0.7290000000000001, 0.81]",0.4304672100000001,257.601244212977,-57.60124421297701
5191,11001001,000,000,1,0,"[33.33333333333333, 32.0, 31.555555555555557]","[0.81, 0.7290000000000001, 0.81]",0.4304672100000001,257.601244212977,-57.60124421297701
5192,01110010,100,000,0,0,"[48.83401920438958, 31.333333333333332, 30.0]","[1.0, 0.7290000000000001, 0.81]",0.531441,257.61977818369843,-57.61977818369843
5193,01111000,100,000,0,0,"[48.83401920438958, 33.33333333333333, 28.0]","[1.0, 0.81, 0.7290000000000001]",0.531441,257.61977818369843,-57.61977818369843
5194,10001110,010,000,0,0,"[31.333333333333332, 48.83401920438958, 30.0]","[0.7290000000000001, 1.0, 0.81]",0.531441,257.61977818369843,-57.61977818369843
5195,11001100,010,000,0,0,"[33.33333333333333, 48.83401920438958, 28.0]","[0.81, 1.0, 0.7290000000000001]",0.531441,257.61977818369843,-57.61977818369843
5196,00110111,001,000,0,0,"[33.55555555555556, 34.888888888888886, 41.7283950617284]","[0.7290000000000001, 0.81, 1.0]",0.531441,257.6301028828653,-57.63010288286529
5197,10100111,001,000,0,0,"[34.888888888888886, 33.55555555555556, 41.7283950617284]","[0.81, 0.7290000000000001, 1.0]",0.531441,257.6301028828653,-57.63010288286529
5198,00001010,010,000,1,0,"[30.0, 49.38271604938271, 30.0]","[0.6561000000000001, 1.0, 0.81]",0.47829690000000014,257.9626086838168,-57.962608683816825
5199,01000010,100,000,1,0,"[49.38271604938271, 30.0, 30.0]","[1.0, 0.6561000000000001, 0.81]",0.47829690000000014,257.9626086838168,-57.962608683816825
5200,01001000,010,000,1,0,"[32.0, 49.38271604938271, 28.0]","[0.7290000000000001, 1.0, 0.7290000000000001]",0.47829690000000014,257.9626086838168,-57.962608683816825
5201,01001000,100,000,1,0,"[49.38271604938271, 32.0, 28.0]","[1.0, 0.7290000000000001, 0.7290000000000001]",0.47829690000000014,257.9626086838168,-57.962608683816825
5202,00110110,001,000,0,0,"[33.55555555555556, 34.888888888888886, 41.9753086419753]","[0.7290000000000001, 0.81, 1.0]",0.531441,258.0947143453737,-58.09471434537369
5203,10100110,001,000,0,0,"[34.888888888888886, 33.55555555555556, 41.9753086419753]","[0.81, 0.7290000000000001, 1.0]",0.531441,258.0947143453737,-58.09471434537369
5204,00001100,001,000,1,0,"[30.0, 35.55555555555556, 43.8957475994513]","[0.6561000000000001, 0.81, 1.0]",0.47829690000000014,258.10600728335646,-58.10600728335646
5205,00001101,001,000,1,0,"[30.0, 35.55555555555556, 43.895747599451305]","[0.6561000000000001, 0.81, 1.0]",0.47829690000000014,258.10600728335646,-58.10600728335646
5206,00101000,001,000,1,0,"[33.55555555555556, 32.0, 43.8957475994513]","[0.7290000000000001, 0.7290000000000001, 1.0]",0.47829690000000014,258.10600728335646,-58.10600728335646
5207,00101001,001,000,1,0,"[33.55555555555556, 32.0, 43.895747599451305]","[0.7290000000000001, 0.7290000000000001, 1.0]",0.47829690000000014,258.10600728335646,-58.10600728335646
5208,01000100,001,000,1,0,"[32.0, 33.55555555555556, 43.8957475994513]","[0.7290000000000001, 0.7290000000000001, 1.0]",0.47829690000000014,258.10600728335646,-58.10600728335646
5209,01000101,001,000,1,0,"[32.0, 33.55555555555556, 43.895747599451305]","[0.7290000000000001, 0.7290000000000001, 1.0]",0.47829690000000014,258.10600728335646,-58.10600728335646
5210,01100000,001,000,1,0,"[35.55555555555556, 30.0, 43.8957475994513]","[0.81, 0.6561000000000001, 1.0]",0.47829690000000014,258.10600728335646,-58.10600728335646
5211,01100001,001,000,1,0,"[35.55555555555556, 30.0, 43.895747599451305]","[0.81, 0.6561000000000001, 1.0]",0.47829690000000014,258.10600728335646,-58.10600728335646
5212,01010010,010,000,0,0,"[32.0, 48.46822130772747, 30.0]","[0.7290000000000001, 1.0, 0.81]",0.531441,258.18591585468084,-58.18591585468084
5213,10001010,100,000,0,0,"[48.46822130772747, 32.0, 30.0]","[1.0, 0.7290000000000001, 0.81]",0.531441,258.18591585468084,-58.18591585468084
5214,00111101,010,000,0,0,"[33.55555555555556, 45.432098765432094, 31.555555555555557]","[0.7290000000000001, 1.0, 0.81]",0.531441,258.3270200766279,-58.32702007662789
5215,11100101,100,000,0,0,"[45.432098765432094, 33.55555555555556, 31.555555555555557]","[1.0, 0.7290000000000001, 0.81]",0.531441,258.3270200766279,-58.32702007662789
5216,00010101,010,000,1,0,"[30.0, 48.01097393689986, 31.555555555555557]","[0.6561000000000001, 1.0, 0.81]",0.47829690000000014,258.34691693058306,-58.34691693058306
5217,00110100,010,000,1,0,"[33.55555555555556, 48.01097393689986, 28.0]","[0.7290000000000001, 1.0, 0.7290000000000001]",0.47829690000000014,258.34691693058306,-58.34691693058306
5218,10100001,100,000,1,0,"[48.01097393689986, 30.0, 31.555555555555557]","[1.0, 0.6561000000000001, 0.81]",0.47829690000000014,258.34691693058306,-58.34691693058306
5219,10100100,100,000,1,0,"[48.01097393689986, 33.55555555555556, 28.0]","[1.0, 0.7290000000000001, 0.7290000000000001]",0.47829690000000014,258.34691693058306,-58.34691693058306
5220,01010010,100,000,0,0,"[49.38271604938271, 31.333333333333332, 30.0]","[1.0, 0.7290000000000001, 0.81]",0.531441,258.6522481003837,-58.6522481003837
5221,01011000,100,000,0,0,"[49.38271604938271, 33.33333333333333, 28.0]","[1.0, 0.81, 0.7290000000000001]",0.531441,258.6522481003837,-58.6522481003837
5222,10001010,010,000,0,0,"[31.333333333333332, 49.38271604938271, 30.0]","[0.7290000000000001, 1.0, 0.81]",0.531441,258.6522481003837,-58.6522481003837
5223,11001000,010,000,0,0,"[33.33333333333333, 49.38271604938271, 28.0]","[0.81, 1.0, 0.7290000000000001]",0.531441,258.6522481003837,-58.6522481003837
5224,00011100,001,000,0,0,"[30.0, 36.888888888888886, 43.8957475994513]","[0.6561000000000001, 0.9, 1.0]",0.5314410000000002,258.7813068399693,-58.78130683996932
5225,00011101,001,000,0,0,"[30.0, 36.888888888888886, 43.895747599451305]","[0.6561000000000001, 0.9, 1.0]",0.5314410000000002,258.7813068399693,-58.78130683996932
5226,11100000,001,000,0,0,"[36.888888888888886, 30.0, 43.8957475994513]","[0.9, 0.6561000000000001, 1.0]",0.5314410000000002,258.7813068399693,-58.78130683996932
5227,11100001,001,000,0,0,"[36.888888888888886, 30.0, 43.895747599451305]","[0.9, 0.6561000000000001, 1.0]",0.5314410000000002,258.7813068399693,-58.78130683996932
5228,00111000,001,000,0,0,"[33.55555555555556, 33.33333333333333, 43.8957475994513]","[0.7290000000000001, 0.81, 1.0]",0.531441,258.7813068399694,-58.781306839969375
5229,00111001,001,000,0,0,"[33.55555555555556, 33.33333333333333, 43.895747599451305]","[0.7290000000000001, 0.81, 1.0]",0.531441,258.7813068399694,-58.781306839969375
5230,01010100,001,000,0,0,"[32.0, 34.888888888888886, 43.8957475994513]","[0.7290000000000001, 0.81, 1.0]",0.531441,258.7813068399694,-58.781306839969375
5231,01010101,001,000,0,0,"[32.0, 34.888888888888886, 43.895747599451305]","[0.7290000000000001, 0.81, 1.0]",0.531441,258.7813068399694,-58.781306839969375
5232,01110000,001,000,0,0,"[35.55555555555556, 31.333333333333332, 43.8957475994513]","[0.81, 0.7290000000000001, 1.0]",0.531441,258.7813068399694,-58.781306839969375
5233,01110001,001,000,0,0,"[35.55555555555556, 31.333333333333332, 43.895747599451305]","[0.81, 0.7290000000000001, 1.0]",0.531441,258.7813068399694,-58.781306839969375
5234,10001100,001,000,0,0,"[31.333333333333332, 35.55555555555556, 43.8957475994513]","[0.7290000000000001, 0.81, 1.0]",0.531441,258.7813068399694,-58.781306839969375
5235,10001101,001,000,0,0,"[31.333333333333332, 35.55555555555556, 43.895747599451305]","[0.7290000000000001, 0.81, 1.0]",0.531441,258.7813068399694,-58.781306839969375
5236,10101000,001,000,0,0,"[34.888888888888886, 32.0, 43.8957475994513]","[0.81, 0.7290000000000001, 1.0]",0.531441,258.7813068399694,-58.781306839969375
5237,10101001,001,000,0,0,"[34.888888888888886, 32.0, 43.895747599451305]","[0.81, 0.7290000000000001, 1.0]",0.531441,258.7813068399694,-58.781306839969375
5238,11000100,001,000,0,0,"[33.33333333333333, 33.55555555555556, 43.8957475994513]","[0.81, 0.7290000000000001, 1.0]",0.531441,258.7813068399694,-58.781306839969375
5239,11000101,001,000,0,0,"[33.33333333333333, 33.55555555555556, 43.895747599451305]","[0.81, 0.7290000000000001, 1.0]",0.531441,258.7813068399694,-58.781306839969375
5240,01001110,010,000,0,0,"[32.0, 48.83401920438958, 30.0]","[0.7290000000000001, 1.0, 0.81]",0.531441,258.8742291324711,-58.8742291324711
5241,01101010,100,000,0,0,"[48.83401920438958, 32.0, 30.0]","[1.0, 0.7290000000000001, 0.81]",0.531441,258.8742291324711,-58.8742291324711
5242,00101111,001,000,0,0,"[33.55555555555556, 35.55555555555556, 41.7283950617284]","[0.7290000000000001, 0.81, 1.0]",0.531441,258.88455383163796,-58.88455383163796
5243,01100111,001,000,0,0,"[35.55555555555556, 33.55555555555556, 41.7283950617284]","[0.81, 0.7290000000000001, 1.0]",0.531441,258.88455383163796,-58.88455383163796
5244,10010101,010,000,0,0,"[31.333333333333332, 48.01097393689986, 31.555555555555557]","[0.7290000000000001, 1.0, 0.81]",0.531441,258.9981255224733,-58.99812552247329
5245,10110001,100,000,0,0,"[48.01097393689986, 31.333333333333332, 31.555555555555557]","[1.0, 0.7290000000000001, 0.81]",0.531441,258.9981255224733,-58.99812552247329
5246,10110100,010,000,0,0,"[34.888888888888886, 48.01097393689986, 28.0]","[0.81, 1.0, 0.7290000000000001]",0.531441,258.9981255224733,-58.99812552247329
5247,10110100,100,000,0,0,"[48.01097393689986, 34.888888888888886, 28.0]","[1.0, 0.81, 0.7290000000000001]",0.531441,258.9981255224733,-58.99812552247329
5248,01001011,000,000,1,0,"[32.0, 32.0, 33.55555555555556]","[0.7290000000000001, 0.7290000000000001, 0.9]",0.43046721000000016,259.1499490880049,-59.14994908800492
5249,01001110,000,000,1,0,"[32.0, 35.55555555555556, 30.0]","[0.7290000000000001, 0.81, 0.81]",0.4304672100000001,259.1499490880049,-59.14994908800492
5250,01101010,000,000,1,0,"[35.55555555555556, 32.0, 30.0]","[0.81, 0.7290000000000001, 0.81]",0.4304672100000001,259.1499490880049,-59.14994908800492
5251,00010001,010,000,1,0,"[30.0, 48.46822130772747, 31.555555555555557]","[0.6561000000000001, 1.0, 0.81]",0.47829690000000014,259.3029075941805,-59.30290759418051
5252,00110000,010,000,1,0,"[33.55555555555556, 48.46822130772747, 28.0]","[0.7290000000000001, 1.0, 0.7290000000000001]",0.47829690000000014,259.3029075941805,-59.30290759418051
5253,10000001,100,000,1,0,"[48.46822130772747, 30.0, 31.555555555555557]","[1.0, 0.6561000000000001, 0.81]",0.47829690000000014,259.3029075941805,-59.30290759418051
5254,10000100,100,000,1,0,"[48.46822130772747, 33.55555555555556, 28.0]","[1.0, 0.7290000000000001, 0.7290000000000001]",0.47829690000000014,259.3029075941805,-59.30290759418051
5255,00101110,001,000,0,0,"[33.55555555555556, 35.55555555555556, 41.9753086419753]","[0.7290000000000001, 0.81, 1.0]",0.531441,259.3491652941463,-59.3491652941463
5256,01100110,001,000,0,0,"[35.55555555555556, 33.55555555555556, 41.9753086419753]","[0.81, 0.7290000000000001, 1.0]",0.531441,259.3491652941463,-59.3491652941463
5257,00111001,010,000,0,0,"[33.55555555555556, 46.09053497942386, 31.555555555555557]","[0.7290000000000001, 1.0, 0.81]",0.531441,259.5659839766502,-59.565983976650216
5258,11000101,100,000,0,0,"[46.09053497942386, 33.55555555555556, 31.555555555555557]","[1.0, 0.7290000000000001, 0.81]",0.531441,259.5659839766502,-59.565983976650216
5259,10010101,000,000,1,0,"[31.333333333333332, 34.888888888888886, 31.555555555555557]","[0.7290000000000001, 0.81, 0.81]",0.4304672100000001,259.66618404634755,-59.66618404634755
5260,10110001,000,000,1,0,"[34.888888888888886, 31.333333333333332, 31.555555555555557]","[0.81, 0.7290000000000001, 0.81]",0.4304672100000001,259.66618404634755,-59.66618404634755
5261,10110100,000,000,1,0,"[34.888888888888886, 34.888888888888886, 28.0]","[0.81, 0.81, 0.7290000000000001]",0.43046721000000016,259.66618404634755,-59.66618404634755
5262,10010001,010,000,0,0,"[31.333333333333332, 48.46822130772747, 31.555555555555557]","[0.7290000000000001, 1.0, 0.81]",0.531441,259.858517119711,-59.858517119710996
5263,10010001,100,000,0,0,"[48.46822130772747, 31.333333333333332, 31.555555555555557]","[1.0, 0.7290000000000001, 0.81]",0.531441,259.858517119711,-59.858517119710996
5264,10010100,100,000,0,0,"[48.46822130772747, 34.888888888888886, 28.0]","[1.0, 0.81, 0.7290000000000001]",0.531441,259.858517119711,-59.858517119710996
5265,10110000,010,000,0,0,"[34.888888888888886, 48.46822130772747, 28.0]","[0.81, 1.0, 0.7290000000000001]",0.531441,259.858517119711,-59.858517119710996
5266,01001010,010,000,0,0,"[32.0, 49.38271604938271, 30.0]","[0.7290000000000001, 1.0, 0.81]",0.531441,259.9066990491563,-59.906699049156316
5267,01001010,100,000,0,0,"[49.38271604938271, 32.0, 30.0]","[1.0, 0.7290000000000001, 0.81]",0.531441,259.9066990491563,-59.906699049156316
5268,01001100,001,000,0,0,"[32.0, 35.55555555555556, 43.8957475994513]","[0.7290000000000001, 0.81, 1.0]",0.531441,260.035757788742,-60.03575778874199
5269,01001101,001,000,0,0,"[32.0, 35.55555555555556, 43.895747599451305]","[0.7290000000000001, 0.81, 1.0]",0.531441,260.035757788742,-60.03575778874199
5270,01101000,001,000,0,0,"[35.55555555555556, 32.0, 43.8957475994513]","[0.81, 0.7290000000000001, 1.0]",0.531441,260.035757788742,-60.03575778874199
5271,01101001,001,000,0,0,"[35.55555555555556, 32.0, 43.895747599451305]","[0.81, 0.7290000000000001, 1.0]",0.531441,260.035757788742,-60.03575778874199
5272,00001101,010,000,1,0,"[30.0, 48.83401920438958, 31.555555555555557]","[0.6561000000000001, 1.0, 0.81]",0.47829690000000014,260.06770012505854,-60.067700125058536
5273,00101100,010,000,1,0,"[33.55555555555556, 48.83401920438958, 28.0]","[0.7290000000000001, 1.0, 0.7290000000000001]",0.47829690000000014,260.06770012505854,-60.067700125058536
5274,01100001,100,000,1,0,"[48.83401920438958, 30.0, 31.555555555555557]","[1.0, 0.6561000000000001, 0.81]",0.47829690000000014,260.06770012505854,-60.067700125058536
5275,01100100,100,000,1,0,"[48.83401920438958, 33.55555555555556, 28.0]","[1.0, 0.7290000000000001, 0.7290000000000001]",0.47829690000000014,260.06770012505854,-60.067700125058536
5276,00010111,010,000,0,0,"[30.0, 48.01097393689986, 33.55555555555556]","[0.6561000000000001, 1.0, 0.9]",0.5314410000000002,260.2525764712459,-60.2525764712459
5277,00110110,010,000,0,0,"[33.55555555555556, 48.01097393689986, 30.0]","[0.7290000000000001, 1.0, 0.81]",0.531441,260.2525764712459,-60.2525764712459
5278,01010101,010,000,0,0,"[32.0, 48.01097393689986, 31.555555555555557]","[0.7290000000000001, 1.0, 0.81]",0.531441,260.2525764712459,-60.2525764712459
5279,01110100,010,000,0,0,"[35.55555555555556, 48.01097393689986, 28.0]","[0.81, 1.0, 0.7290000000000001]",0.531441,260.2525764712459,-60.2525764712459
5280,10100011,100,000,0,0,"[48.01097393689986, 30.0, 33.55555555555556]","[1.0, 0.6561000000000001, 0.9]",0.5314410000000002,260.2525764712459,-60.2525764712459
5281,10100110,100,000,0,0,"[48.01097393689986, 33.55555555555556, 30.0]","[1.0, 0.7290000000000001, 0.81]",0.531441,260.2525764712459,-60.2525764712459
5282,10101001,100,000,0,0,"[48.01097393689986, 32.0, 31.555555555555557]","[1.0, 0.7290000000000001, 0.81]",0.531441,260.2525764712459,-60.2525764712459
5283,10101100,100,000,0,0,"[48.01097393689986, 35.55555555555556, 28.0]","[1.0, 0.81, 0.7290000000000001]",0.531441,260.2525764712459,-60.2525764712459
